language,timestamp,consent,state,n_projects,skill_cleaning,skill_normalization,skill_outliers,skill_integration,skill_transformation,skill_validation,skill_pipelines,skill_monitoring,skill_libs,skill_split,word_1,word_2,word_3,word_4,word_5,re_experience,imp_precision,imp_completeness,imp_consistency,imp_credibility,imp_currentness,imp_accessibility,imp_compliance,imp_reliability,imp_efficiency,imp_traceability,imp_understandability,imp_availability,imp_recoverability,imp_justification,pri_precision,pri_completeness,pri_consistency,pri_credibility,pri_currentness,pri_accessibility,pri_compliance,pri_reliability,pri_efficiency,pri_traceability,pri_understandability,pri_availability,pri_recoverability,pri_justification,balance_open,incorporation_open,measurement_open,discussion_freq,documentation_open,challenges_open,support_freq,country,region,norm_country,seniority_norm,role_group,gender_norm,age_band,education_norm,versioning_norm,seniority_ordinal,seniority_group
pt,2025-02-27 11:37:55,Aceito participar,BA,10,4,4,3,4,3,4,3,3,3,3,tempo,otimização,reuso,integração,precisão,Sim,1,2,1,1,1,1,1,1,2,2,1,1,1,,2,1,1,1,2,1,1,1,2,1,1,1,1,,O problema é quando os dados nao sao consitentes o incopletos a inferência e resultado final o cliente pode ser confuso e incompleto. Precisa de refazer o processo varias vezes isso leva a gastos de infra em todo o fluxo,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Testes A/B, Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",5,"Linguagem estruturada (texto), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), No mesmo MR","Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes",4,Brazil,Northeast,Brazil,Senior (10+ years),Developer,male,45-54,Doctorate,ensures_consistency_traceability,4,Senior (10+ years)
pt,2025-02-27 11:43:57,Aceito participar,CE,11,4,5,3,5,5,4,4,4,1,5,prazo,requisito,integração,qualidade,desempenho,"Diria que minha experiência em Engenharia de Requisitos é limitada; seria mais preciso dizer que tenho bastante experiência na coleta de requisitos. Já participei de diversas definições, análises e documentações breves, mas os prazos sempre foram extremamente curtos para realizar um estudo aprofundado. Isso ocorre porque, muitas vezes, é necessário propor uma solução rapidamente e submetê-la para aprovação. Além disso, a postura do cliente influencia bastante esse processo. Frequentemente, investimos muito tempo tentando extrair dele os pontos-chave daquilo que ele acredita precisar, para então conseguirmos estruturar minimamente as informações. É claro que isso varia conforme o porte da empresa. Empresas com menor capital tendem a ser mais exploratórias e desorganizadas, enquanto as de capital elevado costumam ser mais restritivas e objetivas. No entanto, sempre há exceções, e algumas grandes empresas fazem exigências tão peculiares que acabam dificultando ainda mais a estruturação do projeto.",5,5,5,5,5,5,5,5,5,5,5,5,5,"Consigo imaginar diversos cenários em que todas essas palavras são extremamente importantes de alguma forma. No entanto, acredito que há uma diferença entre algo ser importante e ser necessário para um projeto, especialmente quando se trata de um projeto piloto. Muitas vezes, esses dois aspectos entram em conflito, pois a importância de certos elementos é limitada pela urgência dos prazos, impedindo que coexistam de maneira adequada.",3,3,3,3,3,3,3,3,3,3,3,3,3,"Consigo imaginar diversos cenários em que todas essas palavras são extremamente essenciais também. Mas vai depender demais do projeto em questão, então prefiro colocar neutro. ","O que costumo ver com muita frequência é ver primeiro o resultado e depois avaliar como ele poderia ser melhorado, revisitando essas características. Aqui depende muito do tipo do projeto também.",Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento.,Revisão manual dos resultados,2,Reuniões de Alinhamento,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados",1,Brazil,Northeast,Brazil,Senior (10+ years),Developer,male,25-34,Doctorate,ensures_consistency_traceability,4,Senior (10+ years)
pt,2025-02-27 12:02:10,Aceito participar,CE,2,4,4,4,2,3,3,2,2,4,4,corretude,quantidade,iid,confiabilidade,compreensibilidade,Nunca participei de atividades de engenharia de requisitos,5,5,4,4,4,3,5,4,4,3,3,4,3,,5,5,4,4,3,4,5,4,3,2,3,4,4,"Todos requisitos são essenciais dependendo do contexto.
A precisão, por exemplo, vai depender do grau do erro dos dados e o quão preciso é necessário que a solução de AM seja. Mas em geral, ter um certo nível de precisão é essencial para qualquer contexto.

A conformidade depende do quão sensíveis forem os dados. Em dados hospitalares ou bancários por exemplo, esse aspécto é super importante.

A eficiência vai depender se o sistema é utilizado em tempo real ou não.

Enfim cada característica dessas é essencial dependendo do contexto. Tentei marcar com mais importância aquelas que são mais comuns em mais contextos.

","Realmente depende do contexto. Atualmente participo de um projeto que trata anamneses de hospitais. Para manter a conformidade, abordamos soluções de aprendizado de máquina federado, onde os dados permanecem locais.","Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",3,"Linguagem estruturada (texto), Reuniões de Alinhamento","Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados",2,Brazil,Northeast,Brazil,Junior (up to 5 years),Data Scientist,male,25-34,Master's student,ensures_consistency_traceability,2,Junior (up to 5 years)
pt,2025-02-27 19:03:48,Aceito participar,PB,40,5,5,5,5,5,5,5,4,4,5,dados não representativos da realidade/ precisão,dados faltantes/completude,falta de histórico/rastreabilidade,desconhecido de regras de negócio/ compreensibilidade,dados atualizados/ atualidade,…,5,5,4,4,5,4,5,4,4,5,5,4,4,,5,4,4,4,4,5,5,4,2,4,5,2,3,,"No geral boas ferramentas de mercado como o databricks ajuda o cientista de dados a focar na solução, pois isso é tratado de forma estratégica e inteligente pelo sistema. Resumindo, escolha bem sua plataforma e defina bem os requisitos do sistema.","Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Testes A/B, Análise de métricas de performance (ex.: precisão, recall)",4,"Linguagem estruturada (texto), Reuniões de Alinhamento","Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis",3,Brazil,Northeast,Brazil,Senior (10+ years),Data Scientist,male,35-44,Doctorate,ensures_consistency_traceability,4,Senior (10+ years)
pt,2025-02-28 15:12:08,Aceito participar,RJ,2,3,,,,2,3,,,2,3,limpeza,normalização,encoder,padronizacao,-,Documentar sobre os requisitos funcionais como integracoes utilizando API e cadastros de usuarios,5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,5,5,3,3,5,5,5,4,4,5,5,,"Nao desenvolvi nenhum sistema com AM mas quando desenvolvo tudo faco por fazer para cada pilar como: disponibilidade, seguranca, confiabilidade e boas praticas",Nao participei de nenhum diretamente,"Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",4,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento","Inconsistência entre diferentes fontes de dados, Falta de padronização nos formatos de dados, Falta de ferramentas adequadas para validação da qualidade dos dados",3,Brazil,Southeast,Brazil,Junior (up to 5 years),Developer,female,25-34,Master's student,ensures_consistency_traceability,2,Junior (up to 5 years)
pt,2025-03-07 10:35:58,Aceito participar,AM,10,3,3,3,3,3,3,4,3,4,4,preciso,tratado,transformado,confiável,reuso,"Esse processo é bem trabalhoso e demorado, pois é preciso ter o entendimento do contexto de negócio e como os dados estão conectados. Além disso, na maioria das vezes, as regras e validações do que deve ser feito está na cabeça do usuário, e existe uma dependência destes especialistas para que a solução seja definida ou entendida.",5,4,5,5,4,4,3,5,3,2,5,5,3,,5,4,5,5,3,4,2,4,2,3,3,4,3,,São características que definem a qualidade do dado para ser utilizado em soluções de IA,"Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",4,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento","Inconsistência entre diferentes fontes de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados",4,Brazil,North,Brazil,Senior (10+ years),Other,female,35-44,Master,increases_data_quantity,4,Senior (10+ years)
pt,2025-03-07 15:00:54,Aceito participar,RJ,10,5,3,3,5,3,3,2,2,3,3,disponibilidade,padronização,organização,verificação,avaliação,Não ,4,4,4,5,4,4,4,4,4,5,4,5,5,,5,3,5,5,5,5,5,5,3,5,5,5,5,,"Eu tento, tudo depende do problema a ser solucionado o conjunto de dados que eu tenha disponível. Após conhecer a amostra começo a tomar decisões sobre como.pafronizacao, o que deve ser removido ou incrementado, tentando remover os possíveis ruídos para melhorar o.resultados finais ","Avaliação inicial durante a coleta e preparação de dados, Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento.","Análise de métricas de performance (ex.: precisão, recall)",1,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento","Inconsistência entre diferentes fontes de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados",1,Brazil,Southeast,Brazil,Full (6 to 9 years),Data Scientist,female,35-44,Doctoral student,ensures_consistency_traceability,3,Full (6 to 9 years)
pt,2025-03-07 15:14:50,Aceito participar,RJ,15,4,4,4,5,5,4,4,4,5,4,imprescindível,coerência,conformidade,resultado,confiabilidade,"Desde sempre participei de atividades de requisitos nos projetos que atuei, em alguns momentos, com menos interações, mas nos últimos cinco anos com grande interação. Nesse sentido, minha atuação visa descrever e avaliar a viabilidade nessa fase de concepção.",5,5,5,5,5,3,5,5,4,4,3,5,5,"São critérios relevantes, mas que não promovem impedimentos.",5,5,5,5,4,3,5,5,4,4,3,5,5,"São critérios prioritário, mas não impactam requisitos funcionais.","Ser preciso é uma necessidade de negócio em sistemas de Aprendizado de Máquina e isso deve requerer confiabilidade, o que pode impactar na eficiência computacional. Sob esta fala, sistemas de análises médicas permeiam o cenário descrito, afinal imagens clínicas geralmente têm alta resolução pois demandam confiabilidade para apresentação dos laudos. Ou seja, essas imagens representam grandes volumes de dados, impactando na eficiência computacional desse sistema.","Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",3,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento","Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados",1,Brazil,Southeast,Brazil,Senior (10+ years),Data Scientist,male,35-44,Doctoral student,ensures_consistency_traceability,4,Senior (10+ years)
pt,2025-03-07 15:28:03,Aceito participar,CE,8,4,3,3,5,3,3,2,3,3,5,outliers,quantidade,indefinido,nulo,desbalanceamento,"sim, já atuei na engenharia de requisitos. Sempre foi a etapa crucial para a definição de um bom escopo, evitando atritos entre a equipe e o cliente e preservando prazos e bem estar de trabalho.",5,5,5,5,4,3,3,4,3,2,3,3,3,"Dados mais atuais, precisos e coerentes com o cenário real tendem a apresentar resultados melhores na fase de análise dos modelos em relação as métricas de acerto.",4,5,5,5,2,2,2,4,2,2,4,2,1,"A consistência e completude indicarão o quanto os dados de fato representam ou não os cenários de um ambiente real, o modelo tenderá a ser melhor acertivo se estes aspectos forem priorizados.","Dependerá da aplicação, se há requisitos de tempo real ou não, se o tempo de espera para a resposta do modelo é algo sensível ou não, pois isso pode levar a uma maior flexibilidade quanto as taxas de acerto e pririzando a eficiência.","Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Análise de métricas de performance (ex.: precisão, recall)",4,"Linguagem estruturada (texto), Reuniões de Alinhamento","Dados incompletos ou ausentes, Erros introduzidos durante a coleta e processamento",1,Brazil,Northeast,Brazil,Full (6 to 9 years),Data Scientist,male,25-34,Doctorate,ensures_consistency_traceability,3,Full (6 to 9 years)
pt,2025-03-07 16:07:19,Aceito participar,RJ,4,4,3,3,4,2,3,4,,3,3,consistência,estrutura,validade,confiáveis,organizados,"Participei da elicitação de requisitos para um módulo de um software que iria buscar e processar dados de um data warehouse. Foi feito de maneira informal com os membros relevantes do time em uma reunião, sem a geração de um documento formalizando tudo (apenas uma task aberta no kanban com as descrições do que foi discutido. ",5,5,5,5,3,3,3,4,2,4,2,2,3,,5,5,5,5,1,3,3,5,1,4,1,1,4,,"Algumas características, como Precisão, Completude, Consistência, Credibilidade eu considero essenciais não importa a situação, pois sem esses pontos todos os passos seguintes num fluxo de ciência de dados se tornam irrelevante, pois o resultado deixa de ser confiável (ou seja afeta negativamente a Confiabilidade). Na minha opinião, se o produto final não é confiável ele não deveria estar em produção. Apenas para fins de pesquisa de existe um valor em dados e modelos menos confiáveis (mas todo o trabalho deve ser feito sabendo desse problema.)   Caso esses problemas não sejam identificados e passem por exemplo até o passo de treinamento de um modelo, onde se descobre que o modelo não é confiável, torna-se importante outros fatores como Rastreabilidade e Recuperabilidade para permitir que sejam identificados os problemas e caso necessário que seja gerado um conjunto corrigido de dados caso possível.  Com relação a outras características dos dados, tudo depende de qual será a aplicação. Atualidade, especificamente, é um grande exemplo de uma característica que pode ser extremamente prioritária para certas aplicações (como por exemplo meteorologia, serviços críticos, bancários, etc.) mas que também pode ser desnecessário dependendo do objetivo.   Com relação as outras características não mencionadas, como compreensibilidade e disponibilidade, creio que para fins de pesquisa são importantes, mas pensando num fluxo de construção de produto que iria para a produção, a ideia é que tendo uma aplicação já pronta, esses fatores seriam menos importantes até que fosse necessária uma atualização do produto. No geral, eu acredito que essas características são mais importantes para o produto final do que para os dados.","Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",5,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento","Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Falta de ferramentas adequadas para validação da qualidade dos dados",2,Brazil,Southeast,Brazil,Full (6 to 9 years),Other,male,25-34,Doctoral student,ensures_consistency_traceability,3,Full (6 to 9 years)
pt,2025-03-08 14:46:43,Aceito participar,CE,5,4,4,4,4,3,3,4,3,4,4,consistência,completude,relevância,acurácia,atualização,Participei de algumas jornadas de usuário conversando com clientes para entender como um um produto de IA poderia ajudar no cotidiano do público alvo.,5,5,5,5,5,4,5,5,4,4,4,5,5,,5,5,5,5,4,4,5,5,5,4,4,5,4,,"Em sistemas biométricos que trabalhei, a eficiência era um ponto bem critico, pois não poderíamos aceitar falsos positivos. Nesses casos tínhamos etapas de limpezas bem complexas priorizando a questão da eficiência e precisão posterior dos algoritmos de identificação a serem treinados. Em outros casos como classificação de texto, houveram sim preocupações com compreensibilidade, e menos com eficiência, sendo que nesses esse casos trabalhávamos com rankeamento, e a classificação tinha uma etapa de validação humana após a execução do modelo treinado.","Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Testes A/B, Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",2,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion), Reuniões de Alinhamento, Relatórios Periódicos","Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento",1,Brazil,Northeast,Brazil,Full (6 to 9 years),Data Scientist,male,25-34,Doctoral student,ensures_consistency_traceability,3,Full (6 to 9 years)
pt,2025-03-11 11:02:24,Aceito participar,AL,7,4,4,4,4,3,4,4,3,4,5,diversidade,quantidade,precisão,confiabilidade,limpeza,"Participei na melhoria de requisitos do meu projeto atual. Nesse processo sempre é feita uma reunião com o cliente onde ele faz o levantamento dos cenários e casos que ele deseja obter. Ao final dessas reuniões, fazemos a criação das Histórias, Cenários e Requisitos Funcionais e Não Funcionais. Uma vez concluído esse processo, o cliente então os revisa e, se necessário, os corrige. Esse é um processo interativo, até o momento me que tanto o cliente como nós desenvolvedores chegarmos num consenso.",5,5,5,5,3,5,3,5,4,4,3,4,4,"
Dada a negligência à esses pontos levantados, os modelos criados podem não refletir o objetivo pretendido pelo desenvolvedor/pesquisador. Ou em casos piores, podem levar a resultados que podem parecer promissores, mas que em uma análise mais profunda pode estar relacionada à dados que não são devidamente limpos e precisos.",4,4,4,4,2,3,3,4,3,3,4,4,3,"Os pontos marcados como prioritário, se não considerados no inicio do projeto, podem levar a modelos que podem ter problemas de overfitting ou underfitting. Isso com o tempo pode até ser corrigido, porém é algo que pode ser prevenido com dados que já tenham uma credibilidade, precisão e consistência por exemplo.",Através dos treinamentos com diferentes configurações e diferentes tipos de dados. Através desse tuning inicial é possível inclusive excluir dados que não venham a acrescentar muito no resultado final do modelo pretendido. Uma Feature Selection pode ser utilizada nesse sentido.,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo","Análise de métricas de performance (ex.: precisão, recall)",2,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento",Erros introduzidos durante a coleta e processamento,2,Brazil,Northeast,Brazil,Full (6 to 9 years),Developer,male,25-34,Doctorate,ensures_consistency_traceability,3,Full (6 to 9 years)
pt,2025-03-12 15:44:54,Aceito participar,CE,1,2,3,3,3,3,2,1,1,1,2,completude,atualidade,diversidade,acurácia,volume,"Sim, já participei de todas as fases. Geralmente realizada através da análise de sistemas anteriores e documentações existentes, além de entrevistas e confecção de protótipos.",5,5,5,5,4,5,5,5,4,4,4,5,5,"Se o dado não tiver a maioria desses atributos, qualquer resultado de qualquer modelo de ML não será confiável",5,4,4,5,3,4,5,5,4,3,4,4,4,"Mesmo motivo. Todo dado utilizado na execução de algortimos de ML deve ter qualidade, senão todo resultado será duvidoso e não confiável. Não existe meio termo.","Dependendo do problema/domínio sendo estudado, esse equilíbrio pode variar. Por exemplo, situações que lidam com saúde, vida e morte, por exemplo, deve considerar apenas dados de boa qualidade com relação a todas as características. Qualquer dado não confiável deve ser eliminado. Em outros casos, talvez possamos ser menos rigorosos com relação a alguma caracaterística.",Avaliação inicial durante a coleta e preparação de dados,"Análise de métricas de performance (ex.: precisão, recall)",3,"Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Reuniões de Alinhamento","Dados incompletos ou ausentes, Falta de ferramentas adequadas para validação da qualidade dos dados",4,Brazil,Northeast,Brazil,Senior (10+ years),Data Scientist,female,45-54,Doctoral student,ensures_consistency_traceability,4,Senior (10+ years)
pt,2025-03-15 16:34:42,Aceito participar,CE,3,4,3,4,5,4,5,5,4,4,4,balanceamento,consistência,volume,completude,atualização,Não,5,4,5,5,4,3,3,5,4,3,4,5,5,"Acredito que os dados devem ser confiáveis e fazer sentido, pois é fundamental pra que o sistema funcione corretamente quando for colocado em produção. Para tomar decisões com base nesses dados,  a informação deve ser precisa e consistente.",5,4,5,5,4,3,3,5,5,3,5,4,4,"Acredito que os dados devem ser confiáveis e fazer sentido, pois é fundamental pra que o sistema funcione corretamente quando for colocado em produção. Para tomar decisões com base nesses dados,  a informação deve ser precisa e consistente.",.,"Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo","Testes A/B, Análise de métricas de performance (ex.: precisão, recall)",5,Reuniões de Alinhamento,"Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados",2,Brazil,Northeast,Brazil,Junior (up to 5 years),Data Scientist,female,18-24,Undergraduate,ensures_consistency_traceability,2,Junior (up to 5 years)
pt,2026-04-28 15:25:30,Aceito participar,PR,4,3,3,3,3,3,3,3,3,3,3,origem,tipo,escala,distribuição,uso,"Eu sempre participo. Inicialmente, as necessidades dos clientes são identificadas. Posteriormente são priorizadas e descritas. As tarefas são divididas em sprints e estimadas nas reuniões de planejamento. Os devs recebem as tarefas de acordo com o capacity e senioridade/especialidade. Utilizamos scrum e kanbam. As tasks são entregues de forma continua em pequenos pacotes de atualizações.",4,4,5,4,4,4,3,4,4,3,3,4,4,"O mais fundamental é que os dados precisam ser não-ambíguos pois a tomada de decisão precisa ser assertiva. Executar uma ação crítica como por exemplo bloquear o cartão de um cliente 5 estrelas é péssimo. Os dados precisam estar sempre disponíveis, consistentes e atuais. Eu vejo uma grande relação entre consistência e atualidade. Por exemplo, um cliente pode ser tornar inadimplente a qualquer momento. Dados atuais são essenciais principalmente para startups.",4,4,5,4,4,4,2,4,4,3,3,4,4,"Quanto mais consistentes os dados, melhor a classificação.",Depende muito do projeto. Projetos que envolvem saúde ou dinheiro são mais críticos em relação à alguns pontos. Agora alguns tipos de classificação podem ter outras prioridades.,"Avaliação inicial durante a coleta e preparação de dados, Conjuntos de testes são aplicados para validar a consistência, completude e precisão dos dados antes de serem usados no treinamento.","Testes A/B, Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",2,Reuniões de Alinhamento,"Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento",1,Brazil,South,Brazil,Senior (10+ years),Developer,male,25-34,Doctorate,ensures_consistency_traceability,4,Senior (10+ years)
pt,2026-04-29 10:45:54,Aceito participar,RJ,6,4,5,4,5,5,4,5,5,5,5,origem,processamento,normalização,distribuição,precisão,Normalmente não participo muito na etapa de engenharia de requisitos.,5,5,3,5,3,3,3,5,4,2,3,5,5,Precisão é importante pois um dado impreciso causaria erros de aprendizado e predição nos modelos que aprenderiam com esses dados.  Completude é importante pois na vida real o modelo utilizado poderia simplesmente não ser capaz de prever uma observação corretamente pois o dado de treinamento utilizado para este modelo falta exemplos suficientes daquele tipo de dado. ,5,5,3,5,3,3,3,3,3,3,3,5,3,,"Dependendo da situação, infelizmente talvez não tenhamos opções nem de equilibrar. Mas completude, precisão, e credibilidade devem ser prioritários.","Avaliação inicial durante a coleta e preparação de dados, Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento.","Análise de métricas de performance (ex.: precisão, recall), Revisão manual dos resultados",2,"Linguagem estruturada (texto), Relatórios Periódicos","Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados",1,Brazil,Southeast,Brazil,Senior (10+ years),Other,male,25-34,Doctorate,ensures_consistency_traceability,4,Senior (10+ years)
