language,timestamp,consent,state,n_projects,skill_cleaning,skill_normalization,skill_outliers,skill_integration,skill_transformation,skill_validation,skill_pipelines,skill_monitoring,skill_libs,skill_split,word_1,word_2,word_3,word_4,word_5,re_experience,imp_precision,imp_completeness,imp_consistency,imp_credibility,imp_currentness,imp_accessibility,imp_compliance,imp_reliability,imp_efficiency,imp_traceability,imp_understandability,imp_availability,imp_recoverability,imp_justification,pri_precision,pri_completeness,pri_consistency,pri_credibility,pri_currentness,pri_accessibility,pri_compliance,pri_reliability,pri_efficiency,pri_traceability,pri_understandability,pri_availability,pri_recoverability,pri_justification,balance_open,incorporation_open,measurement_open,discussion_freq,documentation_open,challenges_open,support_freq,country,region,norm_country,seniority_norm,role_group,gender_norm,age_band,education_norm,versioning_norm,seniority_ordinal,seniority_group
pt,2026-04-29 12:50:16,Aceito participar,RJ,25,5,3,5,5,3,2,3,,3,5,fonte confiavel,padrao,limpeza,explicabilidade,relaçao,"Em alguna projetos sim, nesse caso procuro fontes de dados confiaveis que tem relacao ao problema a ser resolvido. As vezes os dados que temos nao tem relacao real com o.problema, ou nao se sabe de fato qual é o problema ",4,4,5,5,4,5,4,5,4,5,5,5,5,"Acredito que todas as características são importantes,  e precisam serem.levadas para o uso industrial. Em algum nível.",4,3,3,5,3,5,3,4,4,5,3,5,4,,"Depende da criticisade do modelo, onde ele vai ser implementado e as politicas da equipe de trabalho. Muitas vezes conciliar as caracteristicas tem.uma relacao maior com o trabalho da equipe do projeto e os prazos de entrega. Ainda temos dificuldade de que  vonsiderem o estudo previo dos dados como entregavel de uma sprint pois acham que modelos sao como pasteis, feitos rapidos, com qualquer dados e tecnologia. E  resolve o mundo",Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento.,"Análise de métricas de performance (ex.: precisão, recall)",2,"Linguagem estruturada (texto), Ferramentas de Gerenciamento de Projetos (Jira, Trello ou Asana), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion)","Inconsistência entre diferentes fontes de dados, Dados desatualizados ou não confiáveis, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados",1,Brazil,Southeast,Brazil,Full (6 to 9 years),Data Scientist,female,35-44,Doctoral student,ensures_consistency_traceability,3,Full (6 to 9 years)
pt,2026-04-29 16:50:14,Aceito participar,SP,8,5,5,5,5,5,5,3,5,3,5,coleta,fonte,banco de dados,anotaçao,mediçao,Não tenho experiência,5,4,5,5,4,3,5,5,5,4,4,3,5,,5,3,4,3,3,3,3,5,3,3,4,3,3,,"Faço muito uso de dados desequências de DNA, tais caracteristicas estão relacionadas com a plataforma que se utiliza, sendo assim tento manter sempre plataformas atualizadas ","Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo","Análise de métricas de performance (ex.: precisão, recall)",2,"Reuniões de Alinhamento, Relatórios Periódicos","Erros introduzidos durante a coleta e processamento, Falta de ferramentas adequadas para validação da qualidade dos dados",1,Brazil,Southeast,Brazil,Full (6 to 9 years),Data Scientist,male,25-34,Doctorate,ensures_consistency_traceability,3,Full (6 to 9 years)
pt,2026-04-29 17:04:22,Aceito participar,,3,4,3,3,4,3,5,5,4,4,2,confiabilidade,rastreabilidade,relevância,consistência,sem viés,"É um processo oneroso, mas se bem feito é extremamente útil no projeto. O que acaba sendo chato são as atualizações necessárias no documento para que ele se mantenha relevante.",4,4,5,5,3,4,4,5,4,4,3,4,4,Os itens marcados como importantes não sinalizam que os modelos serão menos performáticos. Ainda é possível extrair boas métricas tendo uma base de dados que possui os itens demarcados como muito importantes.,4,4,5,5,3,4,4,5,4,4,3,4,4,,"É procurar entregar um MVP com os dados que temos. Em seguida, deixar nas mãos do negócio para decisões de onde o projeto irá.","Avaliação inicial durante a coleta e preparação de dados, Monitoramento contínuo durante todo o ciclo de vida do modelo, Não existe uma estratégia formal para assegurar a qualidade dos dados durante o desenvolvimento.","Testes A/B, Análise de métricas de performance (ex.: precisão, recall)",3,"Linguagem estruturada (texto), Documentação Centralizada (Sistemas como Confluence, Google Docs ou Notion)","Inconsistência entre diferentes fontes de dados, Dados incompletos ou ausentes, Falta de padronização nos formatos de dados, Dados desatualizados ou não confiáveis, Erros introduzidos durante a coleta e processamento, Dificuldade na rastreabilidade e versionamento dos dados, Falta de ferramentas adequadas para validação da qualidade dos dados",3,Ireland,International,Ireland,Senior (10+ years),Data Engineer,male,25-34,Specialization,ensures_consistency_traceability,4,Senior (10+ years)
en,2025-02-21 06:16:51,I agree to participate,,4,4,4,4,4,5,3,3,3,5,5,completeness,distribution,bias,volume,transferability,I usually do not focus on Req.,3,5,4,2,2,1,2,4,3,3,3,4,2,Completeness because incomplete data can minimize usefulness of the ML system derived.,4,5,3,2,2,1,1,2,1,3,2,4,2,,"If a human could not do proper desicions on data due to its flaws, then one should be careful.","Initial assessment during data collection and preparation, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.",Manual review of results,3,Alignment meetings,"Lack of standardization in data formats, Errors introduced during collection and processing, Lack of adequate tools for validating data quality",1,Germany,International,Germany,Junior (up to 5 years),Other,male,18-24,Doctoral student,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2025-02-21 12:17:16,I agree to participate,SP,4,5,5,4,5,5,5,4,5,5,5,normalization,outliers,anova,regression,data dependency,"Yes, I worked all the stages (Filtering, pré-processing, normalization, training, testing, etc.)",5,5,5,5,5,5,5,5,5,5,5,5,5,Because wrong data means wrong results,5,5,5,5,4,4,5,5,5,4,5,4,5,,They are very important and we must consider all of them,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results",5,"Structured language (text), Centralized documentation (systems such as Confluence, Google Docs or Notion), Alignment meetings, Periodic reports","Incomplete or missing data, Errors introduced during collection and processing",4,Brazil,Southeast,Brazil,Senior (10+ years),Data Scientist,male,45-54,Doctorate,ensures_consistency_traceability,4,Senior (10+ years)
en,2025-02-25 10:14:20,I agree to participate,,3,5,5,4,5,5,4,5,4,3,3,completitud,consitencia,relevancia,precisión,datos actuales,"He estado involucrada en definición, análisis, inplemenracion, pruebas y documentación ",4,4,5,5,5,4,5,5,4,4,3,3,4,,4,4,5,5,4,4,5,5,4,4,4,4,5,,"Detención de anomalías y valores atípicos o datos incompletos, se toma la decisión de corregir estos errores, eliminar los outliers.
Preparación y procesamiento de datos, realizando transformaciones o codificación de datos para garantizar la completitud y la consistencia","Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","Analysis of performance metrics (e.g. precision, recall)",4,"Project management tools (Jira, Trello or Asana), Alignment meetings, Periodic reports","Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Difficulty in data traceability and versioning",2,Colombia,International,Colombia,Senior (10+ years),Data Engineer,female,25-34,Master's student,ensures_consistency_traceability,4,Senior (10+ years)
en,2025-02-26 09:15:35,I agree to participate,RJ,6,3,3,3,3,3,3,3,2,5,4,completeness,integrity,accuracy,reliability,traceability,"I have expirience on design and developing GenAI soluctions. I Had this kind of expirience on developing chatbot, Diagnóstico Assistant, class planninh generator and text-tosql",5,4,5,5,5,5,5,5,4,4,5,5,3,,4,4,4,5,4,4,4,5,4,4,4,3,3,,I have never handled with this issue,Initial assessment during data collection and preparation,"Analysis of performance metrics (e.g. precision, recall)",3,"Project management tools (Jira, Trello or Asana), Confluence","Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Difficulty in data traceability and versioning, Lack of adequate tools for validating data quality",1,Brazil,Southeast,Brazil,Junior (up to 5 years),ML Engineer,male,25-34,Specialization,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2025-02-26 10:33:26,I agree to participate,,8,5,4,4,3,3,2,2,1,3,4,missing,standartise,volume,subjectivity,outliers,"defining, adjusting requirements along with the changes in the understanding of the project, new requirements from stakeholders, impossibility to fulfill some requirements in accordance with technology state",5,5,4,5,4,4,4,4,4,3,3,4,3,incompleteness of data may significantly bias the model. Highly depend  on the project. ,5,5,4,5,4,3,3,3,4,3,3,4,3,,"Based on the scale of the project, mostly focused on accuracy and utilising cloud solutions for computational efficiency. Made peace with the fact that black box algorithms exist and not everything could be explained","Initial assessment during data collection and preparation, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results",2,"Structured language (text), Project management tools (Jira, Trello or Asana)","Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Lack of adequate tools for validating data quality",1,Germany,International,Germany,Junior (up to 5 years),Developer,female,25-34,Master,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2025-02-28 10:50:45,I agree to participate,,2,5,5,5,5,5,5,5,3,5,5,null,,data analysis,plotting,distribution,"No, zero experience",5,4,5,5,3,3,4,5,5,4,4,5,5,,5,4,4,5,3,3,5,4,5,4,4,5,5,,"It depends, each case is different","Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle",A/B testing,2,Alignment meetings,"Errors introduced during collection and processing, Lack of adequate tools for validating data quality",2,Brazil,,Brazil,Junior (up to 5 years),Data Scientist,male,35-44,Specialization,no_experience,2,Junior (up to 5 years)
en,2025-03-04 08:25:51,I agree to participate,,5,3,4,4,3,4,3,1,1,4,4,inconsistency,null data,incompleteness,old data (dont represent the current phenomenon),data streaming,"As a product owner I often participate in workshops, interviews to gather requirements with business analysts and other stakeholders  ",4,5,4,4,5,4,4,4,4,4,4,5,3,,3,5,4,4,5,4,4,4,4,4,4,5,4,,"To be honest I dont look at computacional efficiency and Im not sure if the data scientists of my team do this. Typically, we dont negotiate these attributes. We simply work on the data we have available. ",Initial assessment during data collection and preparation,"Analysis of performance metrics (e.g. precision, recall), data exploration analysis before training models",3,"Structured language (text), Alignment meetings","Incomplete or missing data, Outdated or unreliable data, Lack of adequate tools for validating data quality",2,Germany,International,Germany,Junior (up to 5 years),Product owner,male,25-34,Doctoral student,eliminates_documentation_need,2,Junior (up to 5 years)
en,2025-03-07 06:30:55,I agree to participate,,4,4,4,2,3,4,4,2,2,4,5,enough data,complete data,real data,format,no duplication,"Requirements? Oh yeah, definitely. I've been in the trenches with that. Defining, analyzing, documenting – all of it. It's usually a mix of trying to figure out what people really need, and then wrangling that into something usable. Some projects are smooth, some are...less so. But it's always interesting, and crucial to getting things right.",4,4,3,4,4,3,3,3,3,4,4,4,3,,4,4,3,3,3,3,3,3,4,3,4,4,3,," It's a trade-off. Accuracy vs. speed, mostly. For medical, accuracy wins. For real-time, speed. We try to keep things understandable, but project goals dictate the balance.",There is no formal strategy for ensuring data quality during development.,"Analysis of performance metrics (e.g. precision, recall)",4,Alignment meetings,"Inconsistency between different data sources, Lack of standardization in data formats",1,France,International,France,Junior (up to 5 years),Data Scientist,male,25-34,Doctoral student,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2025-03-10 06:35:41,I agree to participate,,5,5,5,3,2,,4,4,4,4,5,noise,clarity,organisation,read_me,credibility,"I'm from a mecatronic/mechanical background all the projetcs that I was involved were related to engineering, in my experience work with engineering projects don't constitute a problem.",4,4,4,5,3,5,3,3,3,4,4,3,3,,5,3,4,4,3,3,3,4,3,3,4,2,3,,"In the early stages of development, the most important factor is achieving high accuracy, even if the code is not optimized or easy to understand. Some optimizations can be performed early on to speed up computations, but only if they don't consume a large portion of the available development time. In the final stages of development, meetings can be scheduled to discuss comprehensibility and determine how improvements will be implemented","Initial assessment during data collection and preparation, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","A/B testing, Analysis of performance metrics (e.g. precision, recall)",3,"Structured language (text), Alignment meetings","Incomplete or missing data, Outdated or unreliable data",3,France,International,France,Junior (up to 5 years),Data Scientist,male,25-34,Doctoral student,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2026-04-27 22:54:11,I agree to participate,,2,2,3,2,2,1,3,3,3,3,3,integrity,symmetry,sanitize,signal,provenance,,4,5,3,3,3,5,3,4,3,4,4,4,3,,4,3,3,3,3,3,3,4,3,3,3,4,3,,"I don't know, really not familiar with this area.",Continuous monitoring throughout the model's life cycle,"Analysis of performance metrics (e.g. precision, recall), Manual review of results",4,No experience,"Errors introduced during collection and processing, Lack of adequate tools for validating data quality",3,United States,International,United States,Junior (up to 5 years),Developer,male,25-34,Doctoral student,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2026-04-28 10:43:39,I agree to participate,,3,4,4,4,2,3,3,,,3,5,important,outliers,dataleakage,training,approximation,no,4,5,4,3,3,5,2,5,2,5,4,5,3,"you expalined acc. but in rating scale you ask for prec.
i ranked them as important as they are needed for the reproducibility of the results, whcih is important to have cumulative knowlede.",3,4,5,4,4,5,3,5,1,4,2,5,4,,"the availibility and similar of data was more important than the efficiency, thats then a later prolem and task for implementing efficient dataloaders, but without the date next steps are obsolete",Initial assessment during data collection and preparation,Manual review of results,1,Only solo projects,"Inconsistency between different data sources, Incomplete or missing data",0,Germany,International,Germany,Trainee,Developer,male,18-24,Master's student,ensures_consistency_traceability,1,Trainee
en,2026-04-28 21:11:24,I agree to participate,,15,4,4,4,4,3,5,5,3,3,5,qualified (in target area algorithms),abundant ( give space for later filtering),formatted (to open sourced data like opendrive),scale (as much as for basic algorithm verification),cheap ( price depends on datasets),It is a auto parking project which we aims on parking perception tasks.,5,5,3,4,2,4,4,4,3,4,1,5,3,Industrial engineering consider things differently,5,5,2,3,2,5,2,1,4,4,2,3,2,,"What everyone cares is the training result, as a mature engineer it should be essential to make system work then consider other priorities ","Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","Analysis of performance metrics (e.g. precision, recall)",5,"Project management tools (Jira, Trello or Asana)","Inconsistency between different data sources, Incomplete or missing data, Errors introduced during collection and processing",2,China,International,China,Full (6 to 9 years),DevOps Engineer,male,25-34,Undergraduate,eliminates_documentation_need,3,Full (6 to 9 years)
en,2026-04-29 09:21:08,I agree to participate,,3,3,4,4,2,3,3,3,2,4,5,reliablity,completeness,comprehensiblity,compliance,incorrect labels,"i wrote lightweight requirements briefling touching on behaviour (including constraints), features",5,5,4,5,5,5,3,4,4,3,4,5,5,,5,5,3,5,4,5,2,3,1,2,5,5,3,,"For me, balancing data quality characteristics fundamentally depends on the required metrics of the ML model being built and the domain of the data. 

If precision is the utmost priority,  for instance in a high-stakes classification task , I would favor data accuracy, credibility, and timeliness over attributes like computational efficiency. 

On the other hand, in a task like text classification where introducing false positives haves little harm, precision in the data becomes less critical, and I will instead prioritize completeness, accessibility, and traceability. 
An example from my research is my work on design discussion detection using transformer models, where the scarcity of labeled data and high annotation costs meant I had to prioritize data completeness and accessibility — accepting a reduced but well-curated dataset — over having a perfectly precise, fully annotated corpus. So basically, the ML model's target metrics and the risk profile of its errors should always drive which data quality characteristics you optimize for.","Initial assessment during data collection and preparation, There is no formal strategy for ensuring data quality during development.","Analysis of performance metrics (e.g. precision, recall), Manual review of results",4,Structured language (text),"Inconsistency between different data sources, Lack of standardization in data formats, Outdated or unreliable data",2,United States,International,United States,Junior (up to 5 years),Developer,male,25-34,Doctoral student,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2026-04-29 21:53:27,I agree to participate,,7,4,4,4,4,3,4,4,5,4,4,business,visualisation,cleaning,eda,outlier,Customer Churn Modeling in Card products. Talking to the business stakeholders to understand the definition of the churn for the business,2,4,4,4,3,4,5,5,3,3,4,4,2,,4,5,4,5,3,3,5,4,3,3,3,4,3,,It really depends on the business requirements and the problem that we are solving,"Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle","Analysis of performance metrics (e.g. precision, recall), Manual review of results",4,"Centralized documentation (systems such as Confluence, Google Docs or Notion), Alignment meetings, Periodic reports","Inconsistency between different data sources, Incomplete or missing data, Errors introduced during collection and processing",3,United States,International,United States,Full (6 to 9 years),Data Scientist,male,25-34,Doctoral student,ensures_consistency_traceability,3,Full (6 to 9 years)
en,2026-04-29 22:00:11,I agree to participate,,2,5,5,5,3,4,3,4,3,5,5,completeness,reliability,variance,volume,accuracy,,5,5,4,5,3,4,5,5,4,5,4,5,4,,5,5,4,5,3,4,5,5,4,5,5,5,5,,"In Finance, the focus was often on speed and precision. In Healthcare, the focus is more on explainability and safety.","Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","Analysis of performance metrics (e.g. precision, recall)",4,"Project management tools (Jira, Trello or Asana), Alignment meetings","Inconsistency between different data sources, Incomplete or missing data, Lack of standardization in data formats, Errors introduced during collection and processing",2,United States,International,United States,Junior (up to 5 years),Data Engineer,male,25-34,Master,ensures_consistency_traceability,2,Junior (up to 5 years)
en,2026-04-29 23:06:14,I agree to participate,,6,4,3,4,5,3,3,5,3,3,5,consistency,representativeness,completeness,standardization,balance,"As a tech lead, I have been directly involved in defining, analyzing, and documenting requirements. This process usually involves coordinating with stakeholders (POs, CPO, etc) to understand business needs, define expectations, and translate those requirements into technical specifications and tasks.",5,4,5,4,2,2,5,5,4,2,3,4,3,,5,4,5,4,3,4,5,5,4,4,3,4,4,,"I balance them according to the desired goals and the systems constraints. For example, in IoT or real-time systems, I would prioritize efficiency. In contrast, in critical systems, I would prioritize accuracy and reliability. The decision depends on how the model will be used in practice.","Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","Analysis of performance metrics (e.g. precision, recall), Manual review of results",3,"Alignment meetings, Periodic reports","Inconsistency between different data sources, Lack of standardization in data formats, Outdated or unreliable data",3,United States,International,United States,Full (6 to 9 years),Tech manager,male,25-34,Doctoral student,ensures_consistency_traceability,3,Full (6 to 9 years)
en,2026-04-30 08:32:25,I agree to participate,RJ,5,5,5,5,5,4,4,5,4,5,5,limpeza,padronização,normalização,validação,consistência,"Minha atuação na área de ER sempre esteve restrita a pressupostos metodológicos, atuando mais como um usuário de documentação de requisitos do que alguém atuante na definição dos mesmos (com exceção dos casos pontuais nos quais foi necessária uma intervenção da minha parte para corrigir um equívoco da documentação ou concluir pela inexequibilidade do requisito para um projeto).",5,5,4,5,5,4,3,5,5,4,5,4,5,,5,5,5,5,5,5,1,5,5,4,5,5,5,,"Em específico para essas características definidas no enunciado, é fácil equilibrá-las, já que não existe competitividade entre elas. Contudo, entendo que, uma vez que a precisão dos dados tenha sido alcançada e que a compreensão a respeito deles tenha sido garantida (seja pela clareza da documentação, compreensão da equipe de desenvolvimento ou pela presença de um ""especialista de domínio""), o ponto crítico é a eficiência, que deve ser garantida tanto pelo tratamento dos dados quanto pela infraestrutura utilizada para o processamento: 1) é preciso que os dados sejam otimizados para o processamento (recentemente, consegui tonar um projeto exequível passando os dados do formato separado por vírgulas -- csv -- para o formato apache parquet, geralmente utilizado em projetos de Big Data e, assim, o tornei mais eficiente, passando-o de 8gb para 800mb); 2) contudo, para tudo há um limite e, por vezes, é necessário decidir se não seria estratégico realizar um upgrade vertical ou horizontal da infraestrutura física utilizada, opções essas dentre as quais o último caso (scale-out) costuma apresentar resultados melhores, por se tratar de um processamento distribuído. ","Initial assessment during data collection and preparation, Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results",3,"Structured language (text), Project management tools (Jira, Trello or Asana), Alignment meetings, Periodic reports","Incomplete or missing data, Outdated or unreliable data, Errors introduced during collection and processing, Difficulty in data traceability and versioning",2,Brazil,Southeast,Brazil,Full (6 to 9 years),Data Scientist,male,25-34,Specialization,ensures_consistency_traceability,3,Full (6 to 9 years)
en,2026-04-30 08:48:28,I agree to participate,RJ,2,2,2,1,1,1,1,2,1,2,2,nullity,normalization,multicollinearity,distinction,quantity,I've only made very small personal projects so i basically did little to no requirements engineering.,5,4,5,5,4,4,3,5,4,4,5,5,5,,5,4,5,5,3,4,2,5,4,3,4,4,3,,"In one of my latest machine learning projects using an adult income dataset, I chose a logistic regression model, a decision that prioritized an interpretable and reproducible architecture over more complex models. Furthermore, to reconcile computational efficiency with predictive power, I created a new atribute (capital-net) by consolidanting both capital gain and loss, simplifying the input matrix while retaining essential data.",Initial assessment during data collection and preparation,"Analysis of performance metrics (e.g. precision, recall)",2,Structured language (text),"Incomplete or missing data, Lack of standardization in data formats, Outdated or unreliable data",0,Brazil,Southeast,Brazil,Trainee,Developer,male,18-24,High School,ensures_consistency_traceability,1,Trainee
en,2026-04-30 09:26:40,I agree to participate,,3,5,5,5,4,4,4,5,3,5,5,foundation,accuracy,consistency,completeness,reliability,"I do this very little and in a more incremental way. At work, we usually get ahead of client requests, so we bring prototypes to gather feedback. From there, we keep improving the project and adapting the requirements in practice.",5,4,5,5,4,3,5,5,4,4,4,3,4,,5,3,5,4,3,2,5,4,4,5,3,3,4,,"Balancing data quality in real-world machine learning projects is essentially a constant game of trade-offs, as you can rarely optimize for everything at once. For instance, highly accurate models demand massive amounts of computing power, so you often have to settle for a slightly less precise but much faster model just to make it practical to run in production. Similarly, while neatly organized and highly structured databases are great for developers to read and understand, they are notoriously slow for training, meaning we usually end up flattening the data into ugly, denormalized tables so the algorithms can ingest them efficiently. Even when building the dataset itself, trying to keep every single messy record just to maximize completeness usually introduces too much noise, making it far better to simply throw out the bad data and accept a smaller dataset in exchange for a much more accurate and reliable model.","Continuous monitoring throughout the model's life cycle, Test sets are applied to validate the consistency, completeness and accuracy of the data before it is used for training.","A/B testing, Analysis of performance metrics (e.g. precision, recall), Manual review of results",3,"Project management tools (Jira, Trello or Asana)","Inconsistency between different data sources, Outdated or unreliable data",3,Brazil,,Brazil,Junior (up to 5 years),Developer,male,18-24,Master's student,ensures_consistency_traceability,2,Junior (up to 5 years)
